ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
NC_024851	Nannoperca variegata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Centrarchiformes', 'Percichthyoidei', 'Percichthyidae', 'Nannoperca']	        tRNA [15612:15682](-) ['tRNA-Pro']	D-loop [15682:16503](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024852	Howella brodiei	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Pempheriformes', 'Howellidae', 'Howella']	        tRNA [15603:15673](-) ['tRNA-Pro']	D-loop [15673:16518](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024853	Tilodon sexfasciatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Centrarchiformes', 'Terapontoidei', 'Kyphosidae', 'Microcanthinae', 'Tilodon']	        tRNA [15599:15670](-) ['tRNA-Pro']	D-loop [15670:16509](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024854	Bidyanus bidyanus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Centrarchiformes', 'Terapontoidei', 'Terapontidae', 'Bidyanus']	        tRNA [15720:15793](-) ['tRNA-Pro']	D-loop [15793:16869](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024855	Musca domestica	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Muscoidea', 'Muscidae', 'Musca']	        rRNA [14034:14818](-) ['12S ribosomal RNA']	misc_feature [14818:16108](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_024856	Scathophaga stercoraria	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Muscoidea', 'Scathophagidae', 'Scathophaginae', 'Scathophaga']	        rRNA [14031:14815](-) ['12S ribosomal RNA']	misc_feature [14815:16223](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_024857	Cirrhitichthys aprinus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Centrarchiformes', 'Cirrhitioidei', 'Cirrhitidae', 'Cirrhitichthys']	        tRNA [16059:16129](-) ['tRNA-Pro']	D-loop [16129:17034](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_024858	Cheilodactylus zonatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Centrarchiformes', 'Cirrhitioidei', 'Cheilodactylidae', 'Cheilodactylus']	        tRNA [15597:15667](-) ['tRNA-Pro']	D-loop [15667:16661](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024860	Sus celebensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Suina', 'Suidae', 'Sus']	        source [0:16481](+) None	D-loop [0:1041](+) None	gene [1041:1111](+) None
NC_024865	Oedistoma iliolophus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Melanocharitidae', 'Oedistoma']	        tRNA [15527:15598](-) ['tRNA-Glu']	misc_feature [15598:16831](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_024869	Vireo olivaceus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Vireonidae', 'Vireoninae', 'Vireo']	        tRNA [15515:15584](-) ['tRNA-Glu']	misc_feature [15584:17295](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_024870	Sitta carolinensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sittidae', 'Sitta']	        tRNA [15508:15581](-) ['tRNA-Glu']	misc_feature [15581:16826](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024872	Turdus migratorius	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Turdidae', 'Turdus']	        tRNA [15487:15559](-) ['tRNA-Glu']	misc_feature [15559:16669](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024874	Tetranychus truncatus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Chelicerata', 'Arachnida', 'Acari', 'Acariformes', 'Trombidiformes', 'Prostigmata', 'Eleutherengona', 'Raphignathae', 'Tetranychoidea', 'Tetranychidae', 'Tetranychus']	        misc_feature order{[1323:1326](+), [1335:1338](+)} None	D-loop [1539:1582](+) None	gene [1582:1918](+) None
NC_024875	Phrynocephalus guinanensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Acrodonta', 'Agamidae', 'Agaminae', 'Phrynocephalus']	        tRNA [0:71](+) ['tRNA-Phe']	D-loop [71:571](+) None	rRNA [571:1448](+) ['12S ribosomal RNA']
NC_024875	Phrynocephalus guinanensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Acrodonta', 'Agamidae', 'Agaminae', 'Phrynocephalus']	        tRNA [15441:15507](+) ['tRNA-Thr']	D-loop [15507:16131](+) None	tRNA [16131:16197](-) ['tRNA-Pro']
NC_024876	Siniperca chuatsi x Siniperca scherzeri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Centrarchiformes', 'Centrarchoidei', 'Sinipercidae', 'Siniperca']	        tRNA [15591:15661](-) ['tRNA-Pro']	D-loop [15661:16497](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024879	Siniperca scherzeri x Siniperca chuatsi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Centrarchiformes', 'Centrarchoidei', 'Sinipercidae', 'Siniperca']	        tRNA [15586:15656](-) ['tRNA-Pro']	D-loop [15681:16504](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024880	Schizopygopsis malacanthus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Schizopygopsinae', 'Schizopygopsis']	        tRNA [15669:15739](-) ['tRNA-Pro']	D-loop [15739:16677](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_024881	Siganus canaliculatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Siganidae', 'Siganus']	        tRNA [15594:15663](-) ['tRNA-Pro']	D-loop [15663:16492](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024921	Heteromycteris japonicus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Soleidae', 'Heteromycteris']	        tRNA [15684:15755](-) ['tRNA-Pro']	D-loop [15755:17111](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_024933	Chlorocebus cynosuros	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Cercopithecidae', 'Cercopithecinae', 'Chlorocebus']	        tRNA [15366:15434](-) ['tRNA-Pro']	D-loop [15434:16334](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_024934	Acrossocheilus stenotaeniatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Acrossocheilinae', 'Acrossocheilus']	        tRNA [15589:15659](-) ['tRNA-Pro']	D-loop [15659:16594](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_024937	Zapteryx exasperata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Batoidea', 'Rhinopristiformes', 'Rhinobatidae', 'Zapteryx']	        tRNA [16145:16214](-) ['tRNA-Pro']	D-loop [16214:17310](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_024938	Brycon orbignyanus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Characiformes', 'Characoidei', 'Bryconinae', 'Brycon']	        tRNA [15571:15640](+) ['tRNA-Pro']	D-loop [15640:16800](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024939	Prochilodus lineatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Characiformes', 'Characoidei', 'Prochilodus']	        tRNA [15588:15658](+) ['tRNA-Pro']	D-loop [15658:16699](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024940	Piaractus mesopotamicus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Characiformes', 'Characoidei', 'Piaractus']	        tRNA [15602:15673](-) ['tRNA-Pro']	D-loop [15673:16722](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024941	Salminus brasiliensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Characiformes', 'Characoidei', 'Salmininae', 'Salminus']	        tRNA [15523:15592](-) ['tRNA-Pro']	D-loop [15592:17721](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_024942	Mustela nigripes	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Mustelidae', 'Mustelinae', 'Mustela']	        tRNA [15373:15439](-) ['tRNA-Pro']	D-loop [15439:16556](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025199	Zebrias zebrinus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Soleidae', 'Zebrias']	        tRNA [15610:15680](-) ['tRNA-Pro']	D-loop [15680:16757](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_025201	Macaca arctoides	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Cercopithecidae', 'Cercopithecinae', 'Macaca']	        tRNA [15409:15477](-) ['tRNA-Pro']	D-loop [15477:16558](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_025222	Macaca tonkeana	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Cercopithecidae', 'Cercopithecinae', 'Macaca']	        tRNA [15404:15472](-) ['tRNA-Pro']	D-loop [15472:16560](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_025225	Channa asiatica	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Anabantaria', 'Anabantiformes', 'Channoidei', 'Channidae', 'Channa']	        tRNA [15584:15654](-) ['tRNA-Pro']	D-loop [15654:16550](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_025242	Cottus czerskii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Cottioidei', 'Cottales', 'Cottidae', 'Cottus']	        tRNA [15611:15677](-) ['tRNA-Pro']	D-loop [15677:16534](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025243	Aeolesthes oenochrous	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Chrysomeloidea', 'Cerambycidae', 'Cerambycinae', 'Cerambycini', 'Aeolesthes']	        rRNA [13872:14673](-) ['small subunit ribosomal RNA']	D-loop [14673:15747](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_024871	Tregellasia leucops	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Petroicidae', 'Tregellasia']	        tRNA [15519:15591](-) ['tRNA-Glu']	misc_feature [15591:16759](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_025221	Macaca silenus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Cercopithecidae', 'Cercopithecinae', 'Macaca']	        tRNA [15385:15453](-) ['tRNA-Pro']	D-loop [15453:16541](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_025226	Glandirana tientaiensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Ranoidea', 'Ranidae', 'Glandirana']	        source [0:17681](+) None	D-loop [0:2336](+) None	tRNA [2336:2408](+) ['tRNA-Leu']
NC_025268	Mus caroli	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Mus', 'Mus']	        tRNA [15363:15431](-) ['tRNA-Pro']	D-loop [15431:16313](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025269	Mus cervicolor	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Mus', 'Mus']	        tRNA [15357:15425](-) ['tRNA-Pro']	D-loop [15425:16148](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_025270	Mus cookii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Mus', 'Mus']	        tRNA [15360:15428](-) ['tRNA-Pro']	D-loop [15428:16146](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025273	Aporia intercostata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Pieridae', 'Pierinae', 'Aporia']	        rRNA [14005:14776](-) ['12S ribosomal RNA']	D-loop [14776:15144](-) None	tRNA [0:66](+) ['tRNA-Met']
NC_025274	Anthocharis bambusarum	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Pieridae', 'Pierinae', 'Anthocharis']	        rRNA [14082:14862](-) ['12S ribosomal RNA']	D-loop [14862:15180](-) None	tRNA [0:67](+) ['tRNA-Met']
NC_025275	Elaphe taeniurus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Colubridae', 'Colubrinae', 'Elaphe']	        tRNA [3509:3576](+) ['tRNA-Ile']	misc_feature [3607:4624](+) None	tRNA [4621:4694](+) ['tRNA-Leu']
NC_025275	Elaphe taeniurus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Colubridae', 'Colubrinae', 'Elaphe']	        tRNA [16105:16166](-) ['tRNA-Pro']	misc_feature [16166:17183](+) None	tRNA [0:60](+) ['tRNA-Phe']
NC_025276	Aquatica leii	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Luciolinae', 'Aquatica']	        rRNA [13867:14617](-) ['12S ribosomal RNA']	D-loop [14617:16856](+) None	tRNA [0:63](+) ['tRNA-Ile']
NC_025277	Tamias sibiricus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Sciuromorpha', 'Sciuridae', 'Xerinae', 'Marmotini', 'Tamias']	        tRNA [15400:15468](-) ['tRNA-Pro']	D-loop [15468:16558](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_025278	Sorex cylindricauda	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Eulipotyphla', 'Soricidae', 'Soricinae', 'Sorex']	        tRNA [15400:15467](-) ['tRNA-Pro']	D-loop [15467:17191](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_025281	Neochauliodes rotundatus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Megaloptera', 'Corydalidae', 'Chauliodinae', 'Neochauliodes']	        rRNA [13940:14713](-) ['12S ribosomal RNA']	D-loop [14713:15774](-) None	tRNA [0:69](+) ['tRNA-Ile']
NC_025282	Neochauliodes fraternus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Megaloptera', 'Corydalidae', 'Chauliodinae', 'Neochauliodes']	        rRNA [13968:14737](-) ['12S ribosomal RNA']	D-loop [14737:15768](-) None	tRNA [0:66](+) ['tRNA-Ile']
NC_025285	Ceracris versicolor	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Orthoptera', 'Caelifera', 'Acrididea', 'Acridomorpha', 'Acridoidea', 'Acrididae', 'Gomphocerinae', 'Ceracris']	        rRNA [14050:14831](-) ['12S ribosomal RNA']	D-loop [14831:15616](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_025286	Nipponocypris koreanus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Xenocyprididae', 'Opsariichthyinae', 'Nipponocypris']	        tRNA [15616:15686](-) ['tRNA-Pro']	misc_feature [15686:16615](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025287	Mus fragilicauda	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Mus', 'Mus']	        tRNA [15355:15423](-) ['tRNA-Pro']	D-loop [15423:16139](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_025295	Lepas australis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Cirripedia', 'Thoracica', 'Thoracicalcarea', 'Scalpellomorpha', 'Lepadoidea', 'Lepadidae', 'Lepas']	        rRNA [12708:13490](-) ['12S ribosomal RNA']	misc_feature [13490:13934](+) None	tRNA [13934:14006](+) ['tRNA-Ser']
NC_025296	Viverricula indica	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Viverridae', 'Viverrinae', 'Viverricula']	        source [0:16583](+) None	D-loop join{[0:323](+), [15771:16583](+)} None	tRNA [323:393](+) ['tRNA-Phe']
NC_025297	Metahomaloptera omeiensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Balitoridae', 'Metahomaloptera']	        tRNA [15589:15659](-) ['tRNA-Pro']	D-loop [15659:16558](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025298	Sillago indica	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Sillaginidae', 'Sillago']	        tRNA [15622:15696](-) ['tRNA-Pro']	misc_feature [15695:16647](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025299	Pseudacysta perseae	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Cimicomorpha', 'Tingidae', 'Pseudacysta']	        rRNA [13632:14424](-) ['12S ribosomal RNA']	misc_feature [14424:15850](+) None	repeat_region [15140:15848](+) None
NC_025300	Xenophysogobio nudicorpa	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Gobionidae', 'Gobioninae', 'Xenophysogobio']	        tRNA [15610:15680](-) ['tRNA-Pro']	D-loop [15680:16616](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025301	Rhabdosargus sarba	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Spariformes', 'Sparidae', 'Rhabdosargus']	        tRNA [15595:15666](-) ['tRNA-Pro']	D-loop [15666:16644](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025303	Ptychobarbus kaznakovi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Schizopygopsinae', 'Ptychobarbus']	        source [0:16842](+) None	D-loop [0:1107](+) None	repeat_region [941:1107](+) None
NC_025304	Eremias multiocellata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Laterata', 'Lacertibaenia', 'Lacertidae', 'Eremias']	        tRNA [15341:15408](-) ['tRNA-Pro']	misc_feature [15408:19385](+) None	tRNA [0:73](+) ['tRNA-Phe']
NC_025307	Nibea coibor	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Sciaenidae', 'Nibea']	        tRNA [15611:15681](-) ['tRNA-Pro']	D-loop [15681:16502](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_025308	Myotis brandtii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Myotis']	        tRNA [15384:15450](-) ['tRNA-Pro']	D-loop [15450:17400](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025309	Hyla annectans	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Hyloidea', 'Hylidae', 'Hylinae', 'Hylini', 'Hyla']	        source [0:17973](+) None	D-loop [0:2554](+) None	tRNA [2554:2626](+) ['tRNA-Leu']
