ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
NC_025501.1	Eulabeornis castaneoventris	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Rallidae', 'Eulabeornis']	        tRNA [15466:15535](-) ['tRNA-Glu']	D-loop [15535:17421](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_025502.1	Lewinia muelleri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Rallidae', 'Lewinia']	        tRNA [15457:15526](-) ['tRNA-Glu']	D-loop [15526:17313](+) None	tRNA [0:66](+) ['tRNA-Phe']
NC_025504.1	Liposcelis entomophila	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Psocodea', 'Psocoptera', 'Troctomorpha', 'Nanopsocetae', 'Liposcelididae', 'Liposcelis']	        rRNA [162:1287](+) ['16S ribosomal RNA']	D-loop [3234:4818](+) None	tRNA [4818:4881](+) ['tRNA-Phe']
NC_025507.1	Hypotaenidia philippensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Rallidae', 'Hypotaenidia']	        tRNA [15457:15526](-) ['tRNA-Glu']	D-loop [15526:17359](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_025508.1	Porphyrio porphyrio	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Rallidae', 'Porphyrio']	        tRNA [15445:15514](-) ['tRNA-Glu']	D-loop [15514:17020](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_025550.1	Callosciurus erythraeus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Sciuromorpha', 'Sciuridae', 'Callosciurinae', 'Callosciurini', 'Callosciurus']	        tRNA [15400:15469](-) ['tRNA-Pro']	D-loop [15469:16550](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025573.1	Sarcophaga similis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Oestroidea', 'Sarcophagidae', 'Sarcophaga', 'Pandelleisca']	        rRNA [14020:14804](-) ['12S ribosomal RNA']	misc_feature [14804:15158](+) None	tRNA [0:65](+) ['tRNA-Ile']
NC_025574.1	Sarcophaga portschinskyi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Oestroidea', 'Sarcophagidae', 'Sarcophaga', 'Parasarcophaga']	        rRNA [14027:14811](-) ['12S ribosomal RNA']	misc_feature [14811:14929](+) None	tRNA [0:65](+) ['tRNA-Ile']
NC_025575.1	Pelophylax cretensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Ranoidea', 'Ranidae', 'Pelophylax']	        tRNA [14162:14231](-) ['tRNA-Glu']	D-loop [15376:17829](+) None	tRNA [0:72](+) ['tRNA-Leu']
NC_025576.1	Coregonus peled	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Coregoninae', 'Coregonus']	        tRNA [15591:15661](-) ['tRNA-Pro']	D-loop [15661:16736](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025578.1	Squatina nebulosa	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Squalomorphii', 'Squatiniformes', 'Squatinidae', 'Squatina']	        tRNA [15574:15643](-) ['tRNA-Pro']	D-loop [15643:16698](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_025580.1	Accipiter nisus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Accipitridae', 'Accipitrinae', 'Accipiter']	        tRNA [14807:14876](+) ['tRNA-Thr']	misc_feature [14876:17205](+) None	tRNA [17205:17275](-) ['tRNA-Pro']
NC_025580.1	Accipiter nisus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Accipitridae', 'Accipitrinae', 'Accipiter']	        tRNA [17817:17888](-) ['tRNA-Glu']	misc_feature [17888:18647](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025584.1	Hypostomus plecostomus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Loricariidae', 'Hypostominae', 'Hypostomus']	        tRNA [15570:15640](-) ['tRNA-Pro']	D-loop [15640:16523](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025585.1	Platydoras armatulus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Doradidae', 'Platydoras']	        tRNA [15592:15662](-) ['tRNA-Pro']	D-loop [15662:16470](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025588.1	Siganus vulpinus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Siganidae', 'Siganus']	        tRNA [15600:15670](-) ['tRNA-Pro']	D-loop [15670:16505](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025589.1	Hucho hucho	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Salmoninae', 'Hucho']	        tRNA [16682:16751](-) ['tRNA-Pro']	D-loop [0:1096](+) None	tRNA [1096:1164](+) ['tRNA-Phe']
NC_025590.1	Ctenopharyngodon idellus x Elopichthys bambusa	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinoidei intergeneric hybrids']	        tRNA [15611:15681](-) ['tRNA-Pro']	D-loop [15681:16608](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025591.1	Amolops wuyiensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Ranoidea', 'Ranidae', 'Amolops']	        misc_feature [14219:15356](+) None	D-loop [15362:17797](+) None	tRNA [0:73](+) ['tRNA-Leu']
NC_025594.1	Uragus sibiricus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Carduelinae', 'Uragus']	        tRNA [16731:16802](-) ['tRNA-Glu']	misc_feature [0:1225](+) None	tRNA [1225:1293](+) ['tRNA-Phe']
NC_025595.1	Serinus albogularis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Carduelinae', 'Serinus']	        tRNA [16739:16810](-) ['tRNA-Glu']	misc_feature [0:1233](+) None	tRNA [1233:1301](+) ['tRNA-Phe']
NC_025596.1	Thraupis episcopus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Thraupidae', 'Thraupinae', 'Thraupis']	        tRNA [16687:16757](-) ['tRNA-Glu']	misc_feature [0:1184](+) None	tRNA [1184:1252](+) ['tRNA-Phe']
NC_025597.1	Carpodacus erythrinus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Carduelinae', 'Carpodacus']	        tRNA [16749:16820](-) ['tRNA-Glu']	misc_feature [0:1240](+) None	tRNA [1240:1308](+) ['tRNA-Phe']
NC_025598.1	Loxops mana	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Drepanidinae', 'Loxops']	        tRNA [16642:16714](-) ['tRNA-Glu']	misc_feature [0:1253](+) None	tRNA [1253:1321](+) ['tRNA-Phe']
NC_025599.1	Fringilla coelebs	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Fringillinae', 'Fringilla']	        tRNA [16730:16801](-) ['tRNA-Glu']	misc_feature [0:1235](+) None	tRNA [1235:1303](+) ['tRNA-Phe']
NC_025600.1	Hesperiphona vespertina	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Carduelinae', 'Hesperiphona']	        tRNA [16740:16810](-) ['tRNA-Glu']	misc_feature [0:1221](+) None	tRNA [1221:1289](+) ['tRNA-Phe']
NC_025601.1	Paroreomyza montana	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Drepanidinae', 'Paroreomyza']	        tRNA [16762:16832](-) ['tRNA-Glu']	misc_feature [0:1245](+) None	tRNA [1245:1313](+) ['tRNA-Phe']
NC_025602.1	Himatione sanguinea	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Drepanidinae', 'Himatione']	        tRNA [16769:16840](-) ['tRNA-Glu']	misc_feature [0:1252](+) None	tRNA [1252:1320](+) ['tRNA-Phe']
NC_025604.1	Leucosticte brandti	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Carduelinae', 'Leucosticte']	        tRNA [16728:16798](-) ['tRNA-Glu']	misc_feature [0:1213](+) None	tRNA [1213:1281](+) ['tRNA-Phe']
NC_025605.1	Loxops caeruleirostris	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Drepanidinae', 'Loxops']	        tRNA [16758:16829](-) ['tRNA-Glu']	misc_feature [0:1248](+) None	tRNA [1248:1316](+) ['tRNA-Phe']
NC_025606.1	Chlorophanes spiza	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Thraupidae', 'Chlorophanes']	        tRNA [16752:16824](-) ['tRNA-Glu']	misc_feature [0:1230](+) None	tRNA [1230:1299](+) ['tRNA-Phe']
NC_025607.1	Carpodacus roseus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Carduelinae', 'Carpodacus']	        tRNA [16725:16796](-) ['tRNA-Glu']	misc_feature [0:1221](+) None	tRNA [1221:1289](+) ['tRNA-Phe']
NC_025608.1	Hemignathus flavus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Drepanidinae', 'Hemignathus']	        tRNA [16763:16835](-) ['tRNA-Glu']	misc_feature [0:1252](+) None	tRNA [1252:1320](+) ['tRNA-Phe']
NC_025609.1	Pinicola enucleator	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Carduelinae', 'Pinicola']	        tRNA [16747:16818](-) ['tRNA-Glu']	misc_feature [0:1238](+) None	tRNA [1238:1306](+) ['tRNA-Phe']
NC_025610.1	Haemorhous mexicanus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Carduelinae', 'Haemorhous']	        tRNA [16751:16822](-) ['tRNA-Glu']	misc_feature [0:1244](+) None	tRNA [1244:1312](+) ['tRNA-Phe']
NC_025611.1	Passer domesticus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Passeridae', 'Passer']	        tRNA [16731:16802](-) ['tRNA-Glu']	misc_feature [0:1195](+) None	tRNA [1195:1263](+) ['tRNA-Phe']
NC_025654.1	Anser indicus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Anseriformes', 'Anatidae', 'Anserinae', 'Anser']	        tRNA [15486:15554](-) ['tRNA-Glu']	misc_feature [15554:16731](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025665.1	Seriolella porosa	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Centrolophidae', 'Seriolella']	        tRNA [15694:15765](-) ['tRNA-Pro']	D-loop [15765:16814](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025666.1	Gloydius saxatilis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Viperidae', 'Crotalinae', 'Gloydius']	        tRNA [3536:3600](-) ['tRNA-Pro']	D-loop [3600:4626](+) None	tRNA [4626:4699](+) ['tRNA-Leu']
NC_025666.1	Gloydius saxatilis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Viperidae', 'Crotalinae', 'Gloydius']	        tRNA [16083:16147](+) ['tRNA-Thr']	D-loop [16147:17218](+) None	tRNA [0:57](+) ['tRNA-Phe']
NC_025669.1	Oreochromis niloticus x Oreochromis aureus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis']	        tRNA [15590:15662](+) ['tRNA-Thr']	D-loop [15731:16663](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025670.1	Leopoldamys edwardsi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Leopoldamys']	        tRNA [15270:15341](+) ['tRNA-Thr']	D-loop [15407:16284](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025671.1	Andinoacara rivulatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'New World cichlids', 'Cichlasomatinae', 'Cichlasomatini', 'Andinoacara']	        tRNA [15670:15739](-) ['tRNA-Pro']	D-loop [15739:16585](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025748.1	Lepus tolai	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Lagomorpha', 'Leporidae', 'Lepus']	        tRNA [15377:15443](-) ['tRNA-Pro']	D-loop [15443:17472](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_025786.1	Chrysolampis mosquitus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Caprimulgimorphae', 'Apodiformes', 'Trochilidae', 'Chrysolampis']	        tRNA [15513:15584](-) ['tRNA-Glu']	misc_feature [15584:16767](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_025902.1	Lepus hainanus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Lagomorpha', 'Leporidae', 'Lepus']	        tRNA [15376:15442](-) ['tRNA-Pro']	D-loop [15442:16646](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_025911.1	Montifringilla nivalis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Passeridae', 'Montifringilla']	        tRNA [15544:15616](-) ['tRNA-Glu']	D-loop [15616:16923](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025912.1	Pyrgilauda blanfordi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Passeridae', 'Pyrgilauda']	        tRNA [15532:15604](-) ['tRNA-Glu']	D-loop [15604:16913](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025913.1	Montifringilla adamsi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Passeridae', 'Montifringilla']	        tRNA [15534:15606](-) ['tRNA-Glu']	D-loop [15606:16912](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025914.1	Onychostruthus taczanowskii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Passeridae', 'Onychostruthus']	        tRNA [15535:15607](-) ['tRNA-Glu']	D-loop [15607:16917](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025915.1	Pyrgilauda davidiana	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Passeridae', 'Pyrgilauda']	        tRNA [15533:15604](-) ['tRNA-Glu']	D-loop [15604:16912](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025926.1	Pyrrhocorax pyrrhocorax	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Corvidae', 'Pyrrhocorax']	        tRNA [15520:15592](-) ['tRNA-Glu']	D-loop [15592:16889](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_025927.1	Pyrrhocorax graculus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Corvidae', 'Pyrrhocorax']	        tRNA [15512:15584](-) ['tRNA-Glu']	D-loop [15584:16905](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_025929.1	Eremias przewalskii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Laterata', 'Lacertibaenia', 'Lacertidae', 'Eremias']	        tRNA [15333:15402](-) ['tRNA-Pro']	misc_feature [15402:18225](+) None	tRNA [0:73](+) ['tRNA-Phe']
NC_025934.1	Euthynnus affinis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Pelagiaria', 'Scombriformes', 'Scombridae', 'Euthynnus']	        tRNA [15594:15664](-) ['tRNA-Pro']	D-loop [15664:16513](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025937.1	Argyrosomus amoyensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Sciaenidae', 'Argyrosomus']	        tRNA [15596:15666](-) ['tRNA-Pro']	D-loop [15666:16490](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025939.1	Takifugu flavidus x Takifugu rubripes	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Tetraodontiformes', 'Tetradontoidea', 'Tetraodontidae', 'Takifugu']	        tRNA [15555:15625](-) ['tRNA-Pro']	D-loop [15625:16443](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_025941.1	Oedalechilus labiosus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Mugilomorphae', 'Mugilidae', 'Oedalechilus']	        tRNA [15702:15772](-) ['tRNA-Pro']	D-loop [15772:16829](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025947.1	Parasinilabeo assimilis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Labeoninae', "'Semilabeonini'", 'Parasinilabeo']	        tRNA [15592:15662](-) ['tRNA-Pro']	D-loop [15662:16602](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025949.1	Murina leucogaster	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Murina']	        tRNA [15374:15440](-) ['tRNA-Pro']	D-loop [15440:16823](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_025950.1	Ichthyoelephas longirostris	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Characiformes', 'Characoidei', 'Ichthyoelephas']	        tRNA [10116:10186](-) ['tRNA-Pro']	D-loop [10186:11368](+) None	tRNA [11368:11436](+) ['tRNA-Phe']
